_id,type,created_at,country,school_id,fos,acquisition_channel,active,last_seen_at
325,professional,2024-09-06 13:07:09,FR,,,ads,True,2024-10-16 13:07:09
326,professional,2024-05-02 16:14:06,FR,,,school_event,True,2024-09-05 16:14:06
327,student,2024-06-03 22:07:43,FR,7,marketing,organic,True,2024-06-23 22:07:43
328,student,2024-03-10 11:40:07,FR,7,finance,ads,True,2024-04-28 11:40:07
329,student,2024-05-16 12:56:20,FR,2,data,school_event,True,2024-07-07 12:56:20
330,student,2024-08-13 20:03:19,FR,8,data,organic,True,2024-09-14 20:03:19
331,student,2024-09-13 05:38:15,FR,5,engineering,school_event,True,2024-10-22 05:38:15
332,student,2024-12-29 12:32:22,FR,1,marketing,Ads,True,2025-03-28 12:32:22
333,professional,2024-12-22 10:47:08,FR,,,organic,True,2024-12-30 10:47:08
334,student,2024-09-04 03:39:02,FR,7,finance,Ads,True,2025-02-19 03:39:02
335,student,2024-11-28 04:57:59,FR,2,marketing,ads,True,2024-12-27 04:57:59
336,professional,2024-04-19 05:11:43,FR,,,school_event,True,2024-06-26 05:11:43
337,professional,2024-10-24 22:20:41,FR,,,Ads,True,2025-01-05 22:20:41
338,student,2024-09-09 12:40:42,FR,11,data,organic,True,2025-03-10 12:40:42
339,professional,2024-04-01 19:52:15,FR,,,school_event,True,2024-07-18 19:52:15
340,student,2024-09-01 13:02:56,FR,11,marketing,organic,True,2024-11-01 13:02:56
341,student,2025-01-06 09:57:24,FR,11,finance,school_event,True,2025-06-15 09:57:24
342,student,2024-12-31 16:52:17,FR,5,finance,Ads,True,2025-06-06 16:52:17
343,student,2024-03-04 14:10:23,FR,1,engineering,organic,False,2024-07-31 14:10:23
344,professional,2025-01-27 14:57:42,FR,,,Ads,True,2025-03-11 14:57:42
345,professional,2024-12-09 04:30:17,FR,,,ads,True,2025-06-15 04:30:17
346,student,2024-03-11 15:16:30,FR,11,engineering,ads,True,2024-07-25 15:16:30
347,student,2024-02-14 20:17:29,FR,7,engineering,organic,True,2024-05-30 20:17:29
348,professional,2024-01-03 08:12:44,FR,,,Ads,True,2024-01-19 08:12:44
349,student,2024-02-19 12:34:15,FR,12,data,ads,True,2024-06-23 12:34:15
350,professional,2024-11-13 13:49:55,FR,,,Ads,True,2025-05-01 13:49:55
351,student,2024-11-22 12:06:52,FR,12,marketing,school_event,True,2025-03-03 12:06:52
352,student,2024-04-13 07:06:34,FR,11,marketing,ads,True,2024-09-02 07:06:34
353,student,2024-04-08 21:55:18,FR,5,finance,ads,True,2024-06-28 21:55:18
354,student,2024-11-25 10:19:10,FR,5,engineering,Ads,True,2025-02-26 10:19:10
355,professional,2024-05-26 09:31:48,FR,,,ads,False,2024-11-16 09:31:48
356,student,2024-01-13 03:39:31,FR,11,finance,Ads,False,2024-06-18 03:39:31
357,professional,2024-02-07 19:23:32,FR,,,Ads,True,2024-05-24 19:23:32
358,student,2024-06-17 18:11:29,FR,5,data,Ads,True,2024-09-04 18:11:29
359,professional,2024-09-14 16:47:44,FR,,,organic,True,2024-10-25 16:47:44
360,student,2024-06-20 16:32:07,FR,2,engineering,organic,True,2024-11-14 16:32:07
361,student,2024-05-16 00:43:09,FR,7,engineering,school_event,False,2024-08-17 00:43:09
362,student,2024-10-23 01:14:14,FR,11,marketing,school_event,True,2025-01-12 01:14:14
363,student,2025-01-02 19:01:50,FR,7,finance,Ads,True,2025-07-07 19:01:50
364,professional,2024-12-25 15:24:52,FR,,,ads,True,2025-04-15 15:24:52
365,student,2024-04-14 03:40:12,FR,7,engineering,Ads,True,2024-07-12 03:40:12
366,student,2024-12-15 08:38:02,FR,2,marketing,ads,True,2025-02-06 08:38:02
367,professional,2024-10-19 22:55:14,FR,,,ads,True,2024-12-11 22:55:14
368,student,2024-06-17 13:28:52,FR,7,engineering,Ads,True,2024-09-15 13:28:52
369,professional,2024-01-12 21:50:27,FR,,,Ads,True,2024-07-24 21:50:27
370,professional,2025-01-06 23:43:55,FR,,,Ads,True,2025-07-10 23:43:55
371,professional,2024-07-21 21:27:08,FR,,,organic,True,2024-10-31 21:27:08
372,student,2024-10-06 01:05:00,FR,12,marketing,organic,True,2025-02-15 01:05:00
373,student,2024-12-30 15:56:08,FR,2,marketing,Ads,True,2025-04-19 15:56:08
374,professional,2024-06-20 20:50:53,FR,,,Ads,False,2024-11-13 20:50:53
375,student,2024-11-20 08:13:10,FR,7,marketing,Ads,True,2025-01-22 08:13:10
376,student,2024-07-24 20:44:22,FR,11,marketing,organic,True,2024-12-01 20:44:22
377,student,2025-01-16 01:21:52,FR,9,engineering,Ads,True,2025-04-21 01:21:52
378,professional,2025-01-14 06:52:33,FR,,,Ads,True,2025-06-06 06:52:33
379,student,2024-02-15 14:50:41,FR,7,data,ads,True,2024-08-09 14:50:41
380,professional,2024-01-05 23:00:11,FR,,,school_event,True,2024-06-19 23:00:11
381,professional,2024-04-27 07:23:48,FR,,,ads,True,2024-08-26 07:23:48
382,student,2025-01-10 07:34:41,FR,7,engineering,ads,False,2025-06-05 07:34:41
383,student,2024-01-13 23:47:52,FR,5,marketing,organic,False,2024-07-14 23:47:52
384,student,2024-05-19 05:46:34,FR,5,data,ads,True,2024-07-24 05:46:34
385,professional,2024-07-26 01:24:58,FR,,,organic,True,2024-08-20 01:24:58
386,student,2024-11-11 08:53:58,FR,10,engineering,Ads,True,2025-01-12 08:53:58
387,professional,2024-03-03 14:48:29,FR,,,ads,False,2024-06-13 14:48:29
388,student,2025-01-04 17:22:41,FR,10,data,ads,True,2025-01-30 17:22:41
389,student,2024-12-03 00:39:43,FR,11,marketing,ads,True,2024-12-18 00:39:43
390,professional,2025-01-04 07:58:04,FR,,,organic,False,2025-01-28 07:58:04
391,student,2024-08-22 18:31:54,FR,11,data,Ads,True,2024-11-15 18:31:54
392,professional,2024-06-09 21:42:25,FR,,,Ads,True,2024-12-13 21:42:25
393,student,2024-02-29 18:13:07,FR,7,marketing,Ads,True,2024-07-28 18:13:07
394,student,2024-10-29 06:24:17,FR,7,marketing,school_event,True,2024-12-08 06:24:17
395,student,2024-03-01 21:59:53,FR,10,marketing,ads,False,2024-05-04 21:59:53
396,student,2024-09-12 13:06:32,FR,7,engineering,organic,False,2024-11-25 13:06:32
397,student,2024-12-15 22:51:51,FR,7,engineering,Ads,True,2025-03-26 22:51:51
398,student,2024-10-22 05:04:08,FR,10,data,organic,True,2025-04-27 05:04:08
399,professional,2024-07-31 03:21:38,FR,,,school_event,True,2025-01-14 03:21:38
400,professional,2024-10-29 15:04:48,FR,,,organic,True,2024-11-26 15:04:48
401,professional,2024-09-10 10:31:18,FR,,,organic,True,2024-10-11 10:31:18
402,professional,2024-05-25 13:14:09,FR,,,school_event,True,2024-10-19 13:14:09
403,student,2024-03-21 05:31:11,FR,11,data,ads,True,2024-04-18 05:31:11
404,student,2024-09-02 23:49:10,FR,5,data,organic,True,2024-09-28 23:49:10
405,student,2024-07-25 13:02:54,FR,5,finance,school_event,True,2024-10-06 13:02:54
406,professional,2025-01-18 00:29:47,FR,,,Ads,False,2025-05-14 00:29:47
407,professional,2024-09-04 19:47:13,FR,,,ads,True,2024-11-11 19:47:13
408,student,2025-01-20 02:25:38,FR,2,finance,school_event,True,2025-04-12 02:25:38
409,professional,2024-11-03 08:13:59,FR,,,organic,True,2025-02-13 08:13:59
410,student,2024-09-05 23:06:10,FR,7,marketing,school_event,True,2025-02-23 23:06:10
411,student,2024-04-15 17:32:38,FR,1,marketing,organic,True,2024-10-14 17:32:38
412,professional,2024-09-11 00:48:03,FR,,,organic,True,2025-03-12 00:48:03
413,student,2024-07-17 07:06:59,FR,7,engineering,organic,True,2024-10-30 07:06:59
414,student,2024-06-04 04:32:34,FR,7,finance,ads,True,2024-10-05 04:32:34
415,student,2024-06-11 20:07:45,FR,5,engineering,organic,True,2024-07-03 20:07:45
416,student,2024-11-13 18:57:07,FR,7,engineering,Ads,True,2025-01-18 18:57:07
417,professional,2024-04-29 17:26:17,FR,,,school_event,True,2024-05-22 17:26:17
418,student,2025-01-07 05:34:56,FR,1,engineering,school_event,True,2025-04-14 05:34:56
419,student,2024-03-07 00:10:41,FR,1,data,Ads,True,2024-06-10 00:10:41
420,professional,2024-02-04 09:45:00,FR,,,school_event,True,2024-05-03 09:45:00
421,student,2024-11-30 08:16:22,FR,10,data,ads,False,2025-01-30 08:16:22
422,student,2024-06-20 16:19:48,FR,5,engineering,organic,True,2024-12-15 16:19:48
423,student,2025-01-23 17:21:30,FR,2,finance,organic,True,2025-05-31 17:21:30
424,professional,2024-11-19 02:20:38,FR,,,ads,True,2025-05-29 02:20:38
425,professional,2024-09-09 06:03:26,FR,,,school_event,True,2025-01-25 06:03:26
426,student,2025-01-04 20:18:46,FR,7,data,school_event,True,2025-05-04 20:18:46
427,professional,2024-08-22 05:19:41,FR,,,ads,False,2024-11-22 05:19:41
428,student,2024-05-07 15:46:56,FR,10,finance,Ads,True,2024-08-04 15:46:56
429,student,2024-12-24 21:18:49,FR,2,finance,school_event,True,2025-02-14 21:18:49
430,student,2024-12-01 15:34:12,FR,7,engineering,ads,True,2025-01-25 15:34:12
431,student,2024-11-29 15:26:43,FR,2,engineering,ads,True,2025-01-25 15:26:43
432,professional,2024-02-18 14:16:22,FR,,,ads,True,2024-07-09 14:16:22
433,professional,2024-09-07 04:47:57,FR,,,school_event,True,2025-03-02 04:47:57
434,student,2024-09-19 10:16:33,FR,1,engineering,school_event,True,2024-12-22 10:16:33
435,student,2024-12-21 15:08:23,FR,7,finance,organic,True,2025-05-26 15:08:23
436,professional,2024-04-14 00:58:02,FR,,,organic,True,2024-07-06 00:58:02
437,professional,2024-10-16 22:55:46,FR,,,Ads,True,2025-02-05 22:55:46
438,student,2024-10-25 00:52:19,FR,7,engineering,Ads,True,2025-03-16 00:52:19
439,student,2024-05-14 13:19:50,FR,7,finance,school_event,True,2024-07-05 13:19:50
440,professional,2024-12-16 07:16:02,FR,,,ads,True,2024-12-23 07:16:02
441,student,2024-05-31 13:27:31,FR,8,engineering,school_event,True,2024-10-08 13:27:31
442,student,2024-12-10 17:59:46,FR,12,engineering,Ads,False,2024-12-22 17:59:46
443,student,2024-06-20 06:58:04,FR,7,marketing,ads,True,2024-11-09 06:58:04
444,professional,2024-12-21 05:05:18,FR,,,school_event,True,2025-01-23 05:05:18
445,student,2024-08-13 01:48:40,FR,5,marketing,ads,True,2024-12-08 01:48:40
446,student,2024-11-26 05:27:28,FR,10,data,Ads,True,2024-12-09 05:27:28
447,student,2024-09-26 17:56:44,FR,3,engineering,ads,True,2024-11-30 17:56:44
448,professional,2024-09-20 08:13:57,FR,,,school_event,True,2024-10-30 08:13:57
449,student,2024-06-09 17:41:30,FR,7,data,organic,True,2024-11-13 17:41:30
450,student,2024-09-04 09:20:26,FR,2,marketing,organic,True,2025-01-18 09:20:26
451,student,2024-03-14 23:07:32,FR,1,finance,school_event,True,2024-05-28 23:07:32
452,student,2024-04-08 13:22:00,FR,11,finance,Ads,True,2024-07-04 13:22:00
453,student,2024-11-01 00:28:21,FR,11,engineering,Ads,True,2025-01-13 00:28:21
454,student,2024-10-18 09:43:08,FR,7,engineering,ads,True,2024-11-15 09:43:08
455,student,2024-08-15 02:30:09,FR,7,engineering,school_event,True,2024-08-20 02:30:09
456,student,2024-03-13 08:17:10,FR,2,engineering,organic,True,2024-08-01 08:17:10
457,student,2024-11-29 17:07:40,FR,2,finance,school_event,True,2025-02-14 17:07:40
458,professional,2024-04-11 10:27:11,FR,,,school_event,True,2024-10-07 10:27:11
459,student,2024-02-05 16:26:17,FR,2,data,school_event,False,2024-03-21 16:26:17
460,student,2024-01-01 12:36:00,FR,7,engineering,Ads,True,2024-02-08 12:36:00
461,student,2024-08-27 11:10:51,FR,8,marketing,ads,True,2024-11-04 11:10:51
462,professional,2024-05-08 13:36:40,FR,,,ads,True,2024-07-30 13:36:40
463,student,2024-06-30 20:45:27,FR,7,engineering,ads,True,2024-07-05 20:45:27
464,professional,2024-03-01 12:52:59,FR,,,Ads,True,2024-07-16 12:52:59
465,student,2024-01-08 05:07:16,FR,5,data,organic,True,2024-04-30 05:07:16
466,student,2025-01-06 00:58:40,FR,11,data,Ads,True,2025-07-17 00:58:40
467,student,2024-03-21 03:48:57,FR,9,marketing,organic,True,2024-04-30 03:48:57
468,student,2024-04-13 10:01:32,FR,7,finance,ads,True,2024-04-20 10:01:32
469,student,2024-05-07 11:21:15,FR,7,engineering,organic,True,2024-10-19 11:21:15
470,student,2024-11-15 18:49:43,FR,7,engineering,Ads,False,2024-12-15 18:49:43
471,professional,2024-04-05 15:49:01,FR,,,school_event,True,2024-07-28 15:49:01
472,professional,2024-04-18 14:37:25,FR,,,Ads,True,2024-05-14 14:37:25
473,professional,2024-08-09 07:18:31,FR,,,organic,True,2025-01-16 07:18:31
474,student,2024-10-31 06:46:05,FR,2,marketing,ads,True,2025-01-05 06:46:05
475,student,2024-03-28 13:41:39,FR,5,finance,school_event,True,2024-04-20 13:41:39
476,student,2024-01-10 08:56:43,FR,9,marketing,organic,True,2024-06-08 08:56:43
477,student,2024-05-14 04:40:19,FR,1,engineering,ads,False,2024-06-05 04:40:19
478,professional,2024-06-16 13:44:23,FR,,,ads,True,2024-09-30 13:44:23
479,student,2025-01-24 04:13:46,FR,2,engineering,school_event,True,2025-02-19 04:13:46
480,student,2024-04-28 14:10:11,FR,1,marketing,ads,True,2024-09-10 14:10:11
481,student,2024-04-30 16:26:22,FR,1,marketing,school_event,True,2024-11-16 16:26:22
482,student,2024-02-21 08:28:28,FR,11,marketing,school_event,True,2024-04-27 08:28:28
483,professional,2024-03-07 23:07:22,FR,,,school_event,True,2024-08-15 23:07:22
484,student,2024-09-02 05:35:04,FR,7,data,ads,True,2025-03-05 05:35:04
485,professional,2025-01-20 13:48:27,FR,,,organic,True,2025-07-28 13:48:27
486,professional,2024-10-15 20:08:55,FR,,,Ads,True,2024-12-27 20:08:55
487,student,2024-04-01 16:44:12,FR,7,data,organic,True,2024-06-14 16:44:12
488,student,2024-08-10 05:44:12,FR,2,data,school_event,True,2024-11-15 05:44:12
489,professional,2024-05-09 14:53:40,FR,,,organic,True,2024-06-09 14:53:40
490,student,2024-03-30 13:58:27,FR,7,finance,ads,False,2024-04-07 13:58:27
491,professional,2025-01-01 10:19:45,FR,,,organic,True,2025-02-13 10:19:45
492,professional,2024-01-28 11:13:29,FR,,,school_event,True,2024-04-05 11:13:29
493,student,2024-09-01 12:01:23,FR,7,data,organic,True,2025-02-25 12:01:23
494,student,2024-05-19 07:13:15,FR,2,finance,ads,True,2024-06-10 07:13:15
495,student,2024-08-16 06:34:53,FR,7,marketing,ads,True,2024-08-23 06:34:53
496,student,2024-09-01 11:43:35,FR,5,marketing,Ads,True,2025-02-04 11:43:35
497,student,2024-05-31 18:56:16,FR,7,finance,Ads,False,2024-09-17 18:56:16
498,professional,2024-09-16 01:48:20,FR,,,ads,True,2024-09-21 01:48:20
499,student,2024-10-19 06:16:16,FR,7,marketing,ads,True,2024-12-23 06:16:16
500,student,2024-02-16 12:31:30,FR,1,finance,organic,False,2024-04-20 12:31:30
501,student,2024-11-16 19:56:12,FR,5,marketing,school_event,True,2024-12-12 19:56:12
502,student,2025-01-27 13:51:23,FR,7,finance,school_event,False,2025-06-26 13:51:23
503,professional,2024-04-11 12:34:44,FR,,,Ads,True,2024-07-05 12:34:44
504,student,2024-11-01 05:10:07,FR,7,marketing,organic,True,2025-01-04 05:10:07
505,professional,2024-06-06 10:50:14,FR,,,Ads,True,2024-11-07 10:50:14
506,professional,2024-03-23 01:36:11,FR,,,Ads,True,2024-06-16 01:36:11
507,student,2024-10-05 06:57:43,FR,11,finance,school_event,True,2024-12-16 06:57:43
508,student,2024-03-11 05:34:03,FR,7,finance,organic,True,2024-09-10 05:34:03
509,student,2024-06-16 00:16:40,FR,2,marketing,Ads,False,2024-08-23 00:16:40
510,student,2024-11-03 18:31:55,FR,2,data,organic,True,2024-12-22 18:31:55
511,professional,2024-11-10 02:25:02,FR,,,school_event,True,2025-04-04 02:25:02
512,professional,2024-12-24 21:06:37,FR,,,ads,True,2025-02-02 21:06:37
513,professional,2024-02-17 21:35:48,FR,,,Ads,True,2024-06-03 21:35:48
514,student,2024-03-06 06:36:30,FR,7,marketing,ads,False,2024-03-27 06:36:30
515,professional,2024-12-10 10:09:32,FR,,,Ads,False,2025-03-09 10:09:32
516,professional,2024-12-24 01:34:05,FR,,,ads,True,2025-05-24 01:34:05
517,student,2024-11-02 19:18:33,FR,1,engineering,ads,True,2025-02-24 19:18:33
518,professional,2024-06-15 18:35:53,FR,,,Ads,True,2024-10-12 18:35:53
519,student,2024-01-27 21:54:44,FR,7,finance,organic,True,2024-06-20 21:54:44
520,student,2024-03-09 03:14:53,FR,11,marketing,school_event,True,2024-05-04 03:14:53
521,student,2024-08-01 12:27:02,FR,7,data,school_event,True,2024-11-05 12:27:02
522,student,2025-01-11 11:04:49,FR,5,marketing,organic,True,2025-03-03 11:04:49
523,professional,2024-06-19 02:49:56,FR,,,ads,True,2024-09-03 02:49:56
524,professional,2025-01-01 08:50:03,FR,,,organic,True,2025-03-06 08:50:03
525,student,2024-03-18 18:38:21,FR,7,finance,Ads,True,2024-09-27 18:38:21
526,professional,2024-06-19 10:07:42,FR,,,school_event,True,2024-08-07 10:07:42
527,professional,2024-09-17 00:01:51,FR,,,ads,True,2024-12-21 00:01:51
528,student,2024-04-20 08:58:43,FR,7,finance,school_event,True,2024-06-08 08:58:43
529,student,2024-03-11 02:31:10,FR,7,data,Ads,True,2024-03-21 02:31:10
530,student,2024-01-01 12:44:28,FR,11,marketing,Ads,True,2024-04-02 12:44:28
531,student,2024-09-08 08:07:57,FR,5,data,Ads,True,2024-10-19 08:07:57
532,student,2024-10-10 10:02:23,FR,11,data,organic,True,2025-04-02 10:02:23
533,student,2024-03-19 11:22:34,FR,11,marketing,organic,True,2024-05-03 11:22:34
534,student,2024-12-05 07:49:00,FR,2,engineering,organic,True,2025-05-02 07:49:00
535,student,2024-10-04 03:42:37,FR,2,finance,Ads,True,2025-04-14 03:42:37
536,student,2024-04-08 21:56:44,FR,2,finance,ads,True,2024-09-06 21:56:44
537,student,2024-01-26 03:39:29,FR,1,finance,organic,True,2024-07-05 03:39:29
538,professional,2024-03-21 20:45:19,FR,,,school_event,True,2024-10-02 20:45:19
539,professional,2024-09-21 09:00:33,FR,,,Ads,True,2024-10-18 09:00:33
540,student,2024-09-10 18:49:25,FR,2,data,organic,True,2025-03-11 18:49:25
541,professional,2024-07-21 08:27:02,FR,,,ads,False,2024-11-15 08:27:02
542,student,2024-05-09 04:46:23,FR,7,engineering,school_event,True,2024-08-11 04:46:23
543,student,2024-03-19 18:45:55,FR,2,engineering,Ads,True,2024-04-11 18:45:55
544,student,2024-01-26 22:51:34,FR,5,marketing,ads,True,2024-02-26 22:51:34
545,professional,2024-05-12 02:59:26,FR,,,school_event,True,2024-06-05 02:59:26
546,student,2024-03-13 07:35:49,FR,11,marketing,school_event,True,2024-07-06 07:35:49
547,student,2024-05-08 03:46:14,FR,1,engineering,Ads,False,2024-08-05 03:46:14
548,professional,2024-05-27 13:33:47,FR,,,school_event,True,2024-12-02 13:33:47
549,student,2024-08-03 00:53:37,FR,10,marketing,Ads,False,2024-11-16 00:53:37
550,student,2025-01-16 07:56:21,FR,5,finance,ads,True,2025-05-10 07:56:21
551,professional,2025-01-08 01:58:13,FR,,,Ads,False,2025-03-06 01:58:13
552,professional,2024-08-16 15:45:35,FR,,,school_event,True,2024-11-07 15:45:35
553,student,2024-12-31 19:02:27,FR,2,engineering,organic,False,2025-05-24 19:02:27
554,student,2024-10-15 04:19:25,FR,7,engineering,organic,True,2024-10-31 04:19:25
555,professional,2024-12-27 05:18:31,FR,,,organic,True,2025-03-10 05:18:31
556,student,2024-04-27 09:16:47,FR,7,data,ads,True,2024-09-17 09:16:47
557,student,2024-06-25 17:08:42,FR,11,data,school_event,True,2024-10-15 17:08:42
558,student,2025-01-03 19:22:05,FR,9,finance,school_event,True,2025-04-19 19:22:05
559,student,2024-01-27 23:23:09,FR,10,finance,ads,True,2024-05-25 23:23:09
560,professional,2024-05-09 20:10:38,FR,,,Ads,True,2024-06-15 20:10:38
561,professional,2024-03-01 20:53:42,FR,,,school_event,True,2024-08-13 20:53:42
562,professional,2024-07-29 07:21:00,FR,,,ads,False,2024-12-23 07:21:00
563,student,2024-09-06 07:26:39,FR,5,engineering,ads,True,2025-02-17 07:26:39
564,student,2024-11-21 21:47:45,FR,2,data,school_event,True,2025-04-20 21:47:45
565,student,2024-03-18 19:56:16,FR,9,data,ads,True,2024-08-07 19:56:16
566,student,2024-11-15 03:32:43,FR,10,marketing,school_event,True,2025-04-15 03:32:43
567,student,2024-01-30 02:24:38,FR,12,finance,organic,True,2024-07-11 02:24:38
568,student,2024-11-08 00:36:06,FR,7,data,school_event,True,2025-02-05 00:36:06
569,student,2024-02-08 06:51:01,FR,5,engineering,organic,True,2024-02-18 06:51:01
570,professional,2024-09-01 09:21:13,FR,,,organic,True,2025-03-03 09:21:13
571,student,2024-06-26 01:26:03,FR,10,finance,organic,True,2024-10-22 01:26:03
572,student,2024-09-02 05:25:08,FR,5,engineering,ads,True,2024-10-31 05:25:08
573,student,2024-11-12 06:12:20,FR,11,engineering,organic,True,2025-03-28 06:12:20
574,student,2024-02-20 23:11:20,FR,11,marketing,school_event,True,2024-07-08 23:11:20
575,student,2024-01-23 11:37:58,FR,7,finance,Ads,True,2024-03-19 11:37:58
576,student,2024-07-13 18:50:08,FR,9,engineering,ads,True,2025-01-14 18:50:08
577,professional,2024-10-13 02:34:39,FR,,,school_event,True,2025-03-29 02:34:39
578,student,2024-01-24 17:44:21,FR,9,finance,organic,True,2024-05-22 17:44:21
579,professional,2025-01-03 14:51:18,FR,,,organic,True,2025-03-15 14:51:18
580,student,2024-03-11 05:01:39,FR,2,marketing,ads,True,2024-04-26 05:01:39
581,student,2024-06-15 11:11:16,FR,11,finance,Ads,True,2024-08-27 11:11:16
582,student,2024-01-16 13:48:10,FR,7,data,school_event,True,2024-07-04 13:48:10
583,professional,2024-01-07 13:46:31,FR,,,Ads,True,2024-03-30 13:46:31
584,student,2024-08-14 21:25:42,FR,10,engineering,organic,True,2024-10-13 21:25:42
585,student,2024-11-04 11:27:35,FR,5,data,ads,True,2025-04-27 11:27:35
586,student,2024-10-17 16:08:54,FR,11,marketing,organic,True,2025-02-22 16:08:54
587,professional,2024-08-22 18:01:16,FR,,,organic,True,2024-11-01 18:01:16
588,student,2024-08-26 01:52:12,FR,5,finance,Ads,True,2025-01-31 01:52:12
589,student,2024-08-30 05:30:35,FR,1,data,school_event,True,2024-11-09 05:30:35
590,student,2024-11-10 06:16:12,FR,11,engineering,ads,True,2025-04-10 06:16:12
591,student,2024-09-20 13:05:50,FR,2,engineering,organic,True,2024-11-07 13:05:50
592,student,2024-05-20 16:37:01,FR,5,marketing,ads,True,2024-11-30 16:37:01
593,professional,2024-05-22 04:38:29,FR,,,organic,True,2024-07-22 04:38:29
594,student,2024-09-08 12:29:03,FR,11,marketing,organic,True,2024-11-27 12:29:03
595,student,2024-04-01 11:36:20,FR,11,engineering,ads,True,2024-09-02 11:36:20
596,student,2024-02-25 07:33:27,FR,7,engineering,Ads,True,2024-08-22 07:33:27
597,student,2024-09-01 17:45:15,FR,7,data,Ads,True,2024-10-27 17:45:15
598,professional,2024-12-21 09:44:59,FR,,,Ads,True,2025-06-27 09:44:59
599,professional,2024-03-03 18:26:05,FR,,,school_event,True,2024-04-22 18:26:05
600,professional,2024-02-15 01:27:06,FR,,,ads,True,2024-04-13 01:27:06
601,student,2024-05-10 23:02:20,FR,7,finance,school_event,True,2024-06-06 23:02:20
602,professional,2024-12-02 20:58:00,FR,,,school_event,True,2025-04-08 20:58:00
603,student,2024-01-30 07:15:03,FR,5,finance,organic,True,2024-04-26 07:15:03
604,student,2024-05-28 00:36:26,FR,5,data,ads,True,2024-08-04 00:36:26
605,professional,2024-09-20 11:08:42,FR,,,Ads,True,2025-01-31 11:08:42
606,student,2024-05-09 17:28:55,FR,7,data,ads,True,2024-07-27 17:28:55
607,student,2024-09-13 09:42:13,FR,9,finance,organic,True,2025-01-21 09:42:13
608,student,2024-05-26 08:30:57,FR,10,finance,school_event,False,2024-07-27 08:30:57
609,student,2024-04-11 21:51:10,FR,10,finance,ads,True,2024-05-29 21:51:10
610,professional,2024-01-30 00:30:17,FR,,,school_event,True,2024-04-09 00:30:17
611,student,2024-02-07 17:43:35,FR,2,data,ads,True,2024-02-17 17:43:35
612,professional,2024-03-30 22:28:43,FR,,,school_event,True,2024-05-05 22:28:43
613,student,2025-01-03 11:23:19,FR,7,finance,Ads,True,2025-06-18 11:23:19
614,professional,2024-11-22 21:36:45,FR,,,ads,True,2025-02-04 21:36:45
615,student,2024-04-16 12:54:48,FR,2,engineering,ads,True,2024-09-26 12:54:48
616,professional,2024-03-29 13:20:52,FR,,,ads,True,2024-09-05 13:20:52
617,professional,2024-08-08 06:33:42,FR,,,Ads,True,2024-11-25 06:33:42
618,professional,2024-01-31 14:34:32,FR,,,school_event,True,2024-07-30 14:34:32
619,student,2024-09-10 18:53:53,FR,7,data,ads,True,2024-10-13 18:53:53
620,student,2025-01-18 18:46:00,FR,7,finance,ads,True,2025-02-11 18:46:00
621,student,2024-03-19 16:11:28,FR,11,marketing,Ads,True,2024-06-07 16:11:28
622,professional,2024-02-08 21:33:45,FR,,,ads,True,2024-02-23 21:33:45
623,student,2024-10-06 18:53:16,FR,5,marketing,school_event,True,2024-11-04 18:53:16
624,student,2024-02-05 15:26:04,FR,2,data,Ads,True,2024-03-24 15:26:04
625,professional,2024-12-05 23:35:23,FR,,,organic,True,2025-01-02 23:35:23
626,student,2024-09-21 04:48:52,FR,2,data,school_event,True,2025-01-20 04:48:52
627,professional,2024-10-26 14:15:28,FR,,,school_event,True,2025-04-15 14:15:28
628,student,2024-05-09 12:58:51,FR,9,data,Ads,True,2024-05-29 12:58:51
629,student,2024-05-03 19:20:44,FR,7,data,school_event,True,2024-09-08 19:20:44
630,student,2024-12-06 07:56:48,FR,2,finance,school_event,True,2025-05-16 07:56:48
631,professional,2024-04-11 11:35:30,FR,,,school_event,True,2024-05-14 11:35:30
632,student,2024-12-08 07:01:03,FR,2,data,ads,True,2025-03-03 07:01:03
633,professional,2024-06-22 23:22:53,FR,,,organic,True,2024-12-20 23:22:53
634,student,2024-03-14 23:26:31,FR,7,engineering,Ads,True,2024-09-04 23:26:31
635,student,2024-10-25 22:37:12,FR,2,finance,ads,False,2024-12-09 22:37:12
636,student,2024-12-30 12:10:47,FR,10,engineering,Ads,False,2025-05-09 12:10:47
637,professional,2024-09-10 00:19:36,FR,,,ads,True,2025-02-02 00:19:36
638,student,2024-11-09 05:37:40,FR,7,finance,ads,True,2025-04-09 05:37:40
639,student,2025-01-22 03:53:45,FR,2,engineering,organic,True,2025-06-03 03:53:45
640,student,2024-01-14 19:14:26,FR,2,data,school_event,True,2024-06-09 19:14:26
641,student,2024-03-11 14:24:56,FR,12,marketing,Ads,True,2024-07-10 14:24:56
642,student,2024-10-09 05:11:40,FR,5,data,Ads,True,2025-01-06 05:11:40
643,student,2025-01-02 11:51:03,FR,5,marketing,school_event,True,2025-07-20 11:51:03
644,student,2024-01-02 16:57:14,FR,10,marketing,organic,True,2024-03-21 16:57:14
645,student,2024-10-17 09:49:17,FR,11,data,ads,True,2025-02-25 09:49:17
646,professional,2024-11-13 20:14:29,FR,,,ads,True,2025-01-07 20:14:29
647,professional,2024-11-01 04:07:17,FR,,,Ads,True,2024-12-24 04:07:17
648,student,2024-03-24 16:53:56,FR,12,engineering,ads,True,2024-09-17 16:53:56
