_id,student_id,professional_id,created_at,first_response_at,status,message_count
1090,1042,26,2024-11-11 02:37:30,2024-11-11 14:37:30,replied,2
1091,62,209,2024-10-27 22:37:47,,open,12
1092,1447,114,2024-06-08 16:20:54,2024-06-08 22:20:54,replied,10
1093,1132,221,2024-08-25 22:29:23,,open,14
1094,480,124,2024-10-07 08:22:40,,open,11
1095,976,77,2024-06-27 11:58:11,2024-06-27 19:58:11,replied,15
1096,1307,38,2024-07-20 23:49:12,2024-07-23 13:49:12,replied,5
1097,19,420,2024-06-17 02:25:38,,open,14
1098,531,327,2024-06-09 06:41:35,2024-06-09 09:41:35,replied,12
1099,609,353,2024-09-04 06:24:36,,open,10
1100,1159,372,2024-05-08 08:37:08,,open,8
1101,877,345,2024-08-16 15:10:09,2024-08-16 17:10:09,replied,2
1102,1369,280,2024-01-01 05:02:48,,open,10
1103,74,395,2024-01-09 17:00:18,,open,15
1104,4,279,2024-09-06 16:39:13,2024-09-07 11:39:13,replied,10
1105,1489,197,2024-05-03 21:03:24,2024-05-04 07:03:24,replied,6
1106,343,26,2024-05-28 04:29:54,,open,12
1107,1359,280,2024-10-16 13:53:11,2024-10-16 16:53:11,replied,7
1108,1019,169,2024-01-18 09:27:51,2024-01-18 20:27:51,replied,1
1109,1391,249,2024-04-03 06:23:18,2024-04-03 08:23:18,replied,5
1110,711,313,2024-06-07 23:15:00,2024-06-09 22:15:00,replied,11
1111,1145,45,2024-01-24 14:05:35,,open,15
1112,739,33,2024-05-15 14:25:52,2024-05-15 21:25:52,replied,2
1113,1113,420,2024-07-15 09:02:30,,open,10
1114,1071,240,2024-08-08 03:35:49,2024-08-09 04:35:49,replied,10
1115,748,33,2024-02-19 03:41:46,,open,3
1116,343,280,2024-02-20 14:37:43,2024-02-24 03:37:43,replied,7
1117,43,389,2024-01-29 20:44:03,2024-01-30 20:44:03,replied,14
1118,723,33,2024-11-16 08:08:43,2024-11-16 13:08:43,replied,1
1119,904,26,2024-02-04 04:50:52,,open,13
1120,1359,77,2024-08-15 02:55:07,2024-08-15 03:55:07,replied,4
1121,1237,78,2024-07-26 14:32:35,,open,14
1122,307,139,2024-07-15 09:20:02,,open,11
1123,66,467,2024-12-04 03:24:34,,open,12
1124,759,280,2024-06-28 19:51:43,,open,12
1125,70,395,2024-08-21 13:03:57,2024-08-23 15:03:57,replied,6
1126,711,33,2025-01-01 23:34:32,,open,6
1127,1028,336,2024-10-15 09:01:00,,open,9
1128,245,89,2024-09-07 02:29:26,,open,10
1129,634,280,2024-10-16 00:37:53,,open,6
1130,1183,133,2024-08-19 03:39:16,,open,13
1131,1378,508,2025-01-19 02:20:49,,open,7
1132,569,82,2024-12-01 07:40:57,2024-12-01 17:40:57,replied,5
1133,1371,457,2024-04-16 21:49:24,2024-04-16 22:49:24,replied,6
1134,1006,317,2024-12-28 09:13:07,2024-12-29 19:13:07,replied,9
1135,1335,397,2024-05-07 14:19:45,,open,6
1136,784,484,2024-04-22 15:56:13,,open,9
1137,987,484,2024-05-03 19:57:09,,open,10
1138,233,33,2024-06-08 20:37:42,,open,7
1139,131,382,2024-11-21 10:16:47,,open,9
1140,852,280,2024-02-02 14:32:04,,open,10
1141,10,280,2024-08-02 20:16:19,,open,3
1142,1138,38,2024-06-25 03:31:44,,open,13
1143,532,280,2025-01-14 22:58:33,2025-01-22 01:58:33,replied,12
1144,1297,436,2024-10-16 23:13:43,,open,7
1145,810,173,2024-11-01 02:19:03,2024-11-01 03:19:03,replied,6
1146,1153,133,2024-11-12 21:38:32,,open,2
1147,361,384,2024-12-18 08:43:30,2024-12-20 03:43:30,replied,12
1148,1385,198,2024-05-26 06:44:48,,open,15
1149,1225,26,2025-01-26 20:46:05,,open,8
1150,243,159,2024-02-26 02:01:47,,open,5
1151,388,203,2024-11-11 10:37:23,2024-11-15 11:37:23,replied,4
1152,846,280,2024-03-16 00:30:58,,open,4
1153,37,115,2024-01-13 14:21:45,2024-01-14 09:21:45,replied,2
1154,331,33,2024-05-24 05:57:43,,open,11
1155,112,484,2024-02-22 01:22:40,2024-02-22 15:22:40,replied,2
1156,659,204,2024-10-04 16:32:57,,open,1
1157,1074,133,2024-08-31 04:25:19,2024-09-01 11:25:19,replied,4
1158,481,280,2024-11-28 20:15:50,,open,15
1159,742,328,2024-02-02 12:36:15,,open,1
1160,775,85,2024-08-31 06:22:10,2024-08-31 13:22:10,replied,8
1161,1334,37,2024-10-25 01:43:00,,open,13
1162,159,280,2024-11-24 07:43:48,,open,10
1163,1363,26,2024-09-19 16:08:16,,open,1
1164,596,280,2024-01-31 00:53:25,,open,13
1165,1403,420,2024-03-08 10:36:10,2024-03-11 02:36:10,replied,9
1166,146,184,2024-03-05 10:34:25,2024-03-05 19:34:25,replied,14
1167,1098,33,2024-03-14 00:23:30,,open,12
1168,535,289,2024-07-25 11:37:26,,open,1
1169,510,382,2024-09-14 15:20:37,,open,14
1170,703,75,2024-06-17 04:53:03,,open,2
1171,16,158,2024-04-09 17:15:14,2024-04-11 01:15:14,replied,11
1172,1202,420,2024-01-22 22:21:08,,open,8
1173,108,74,2025-01-24 23:18:42,2025-01-26 11:18:42,replied,5
1174,1073,62,2024-10-28 12:09:51,,open,9
1175,1019,33,2024-02-07 20:06:40,2024-02-12 16:06:40,replied,2
1176,1074,381,2025-01-16 10:44:56,2025-01-18 00:44:56,replied,8
1177,466,26,2024-05-06 09:48:31,2024-05-09 22:48:31,replied,10
1178,529,172,2024-11-27 10:51:13,2024-11-27 17:51:13,replied,3
1179,1299,251,2024-02-29 16:02:26,2024-02-29 18:02:26,replied,8
1180,398,345,2024-01-05 10:06:57,2024-01-06 03:06:57,replied,12
1181,1243,62,2024-05-17 04:39:06,,open,1
1182,479,62,2024-05-21 21:21:39,2024-05-22 06:21:39,replied,14
1183,1059,26,2025-01-18 04:43:48,2025-01-19 20:43:48,replied,8
1184,1244,402,2024-03-31 04:03:57,2024-03-31 04:03:57,replied,3
1185,225,26,2024-01-19 09:23:37,,open,6
1186,1226,273,2024-11-29 23:17:10,2024-12-02 01:17:10,replied,9
1187,1390,127,2024-10-13 01:23:29,,open,2
1188,654,133,2025-01-02 21:37:30,2025-01-03 22:37:30,replied,7
1189,871,89,2024-11-23 23:24:29,2024-11-24 00:24:29,replied,2
1190,422,336,2024-10-04 18:56:27,2024-10-05 22:56:27,replied,9
1191,1425,280,2024-07-11 22:10:20,2024-07-14 07:10:20,replied,3
1192,138,290,2024-05-25 02:01:52,2024-05-25 05:01:52,replied,8
1193,1030,133,2024-10-16 23:07:50,2024-10-17 02:07:50,replied,8
1194,103,38,2024-05-24 02:09:37,2024-05-25 04:09:37,replied,2
1195,874,410,2024-01-31 21:06:04,2024-02-04 17:06:04,replied,3
1196,476,280,2024-04-13 11:18:15,,open,7
1197,17,61,2024-10-15 19:56:45,2024-10-15 22:56:45,replied,13
1198,19,378,2024-03-28 13:51:37,,open,5
1199,918,280,2024-01-07 21:06:56,2024-01-09 13:06:56,replied,13
1200,231,356,2024-09-02 04:27:21,,open,13
1201,341,321,2024-05-26 13:00:28,,open,8
1202,746,395,2024-06-15 07:31:57,2024-06-15 09:31:57,replied,7
1203,867,342,2024-02-25 02:01:02,2024-02-26 12:01:02,replied,3
1204,1330,100,2025-01-31 00:37:35,2025-02-01 01:37:35,replied,13
1205,104,120,2025-01-06 00:45:25,,open,2
1206,883,477,2024-05-07 22:50:25,2024-05-07 22:50:25,replied,13
1207,649,280,2024-10-07 22:59:46,,open,14
1208,421,48,2024-11-11 15:41:09,2024-11-13 12:41:09,replied,7
1209,64,56,2024-08-30 22:19:17,2024-08-31 08:19:17,replied,12
1210,1444,212,2024-10-17 05:56:30,2024-10-20 08:56:30,replied,10
1211,1297,69,2024-06-23 13:06:14,,open,3
1212,746,38,2025-01-30 18:38:59,,open,11
1213,1352,345,2024-05-02 04:00:26,2024-05-02 17:00:26,replied,9
1214,457,436,2025-01-21 03:14:23,,open,7
1215,943,38,2024-01-25 00:16:44,2024-01-26 00:16:44,replied,9
1216,135,74,2024-04-23 01:30:20,,open,1
1217,582,38,2024-08-15 10:54:49,2024-08-16 13:54:49,replied,11
1218,1243,280,2024-09-18 05:41:51,,open,10
1219,520,345,2024-09-11 08:10:50,2024-09-11 15:10:50,replied,7
1220,1165,183,2024-04-16 14:50:55,2024-04-17 05:50:55,replied,2
1221,1068,491,2025-01-15 08:12:48,,open,9
1222,801,105,2024-02-18 21:10:54,2024-02-19 14:10:54,replied,5
1223,1448,133,2024-08-07 16:29:19,,open,4
1224,496,267,2024-09-05 18:51:41,,open,6
1225,484,75,2024-05-29 00:16:43,,open,9
1226,1048,438,2024-11-15 15:38:51,2024-11-15 21:38:51,replied,10
1227,664,434,2024-05-26 07:09:01,,open,15
1228,1213,33,2024-04-18 04:19:26,,open,12
1229,468,280,2024-05-27 13:13:25,,open,6
1230,1092,436,2024-09-03 10:31:47,,open,10
1231,805,51,2024-05-14 16:42:04,2024-05-18 20:42:04,replied,12
1232,1359,192,2024-09-03 09:13:44,2024-09-07 14:13:44,replied,10
1233,1218,292,2024-09-17 01:04:16,,open,13
1234,771,107,2024-10-18 06:28:51,2024-10-18 11:28:51,replied,8
1235,1104,108,2024-08-16 06:58:06,2024-08-16 07:58:06,replied,6
1236,245,38,2024-08-04 20:25:53,2024-08-04 22:25:53,replied,2
1237,591,159,2024-11-01 07:33:37,2024-11-03 22:33:37,replied,4
1238,1252,38,2024-07-31 22:01:07,2024-08-01 01:01:07,replied,9
1239,916,280,2024-08-19 05:21:46,,open,4
1240,428,62,2024-02-09 14:34:44,,open,11
1241,761,33,2024-03-24 22:44:30,,open,7
1242,496,48,2024-04-02 18:36:43,2024-04-06 15:36:43,replied,2
1243,572,382,2024-02-12 07:59:37,2024-02-12 15:59:37,replied,2
1244,446,280,2024-03-24 11:13:47,,open,5
1245,217,243,2024-03-15 11:31:50,,open,11
1246,661,295,2024-06-08 03:28:39,2024-06-10 07:28:39,replied,11
1247,884,280,2024-02-16 12:14:31,2024-02-17 01:14:31,replied,6
1248,974,26,2024-08-12 06:53:39,,open,4
1249,352,194,2024-08-12 04:18:54,2024-08-14 18:18:54,replied,4
1250,255,272,2024-01-18 19:53:41,2024-01-20 13:53:41,replied,6
1251,1173,504,2024-06-19 18:43:00,2024-06-20 00:43:00,replied,14
1252,603,313,2024-06-06 18:49:35,,open,1
1253,1480,290,2024-05-04 13:59:38,2024-05-06 20:59:38,replied,12
1254,960,492,2024-08-12 12:06:57,2024-08-14 03:06:57,replied,4
1255,1311,74,2024-11-11 15:53:10,2024-11-14 15:53:10,replied,8
1256,956,33,2024-05-08 15:48:03,,open,15
1257,352,356,2024-08-08 01:42:40,2024-08-11 13:42:40,replied,11
1258,488,137,2024-12-04 00:35:26,,open,10
1259,1316,280,2024-10-27 08:40:18,,open,4
1260,164,160,2024-03-04 16:32:14,2024-03-05 16:32:14,replied,8
1261,690,114,2024-04-26 19:23:22,,open,7
1262,1318,345,2024-10-22 06:44:42,2024-10-24 12:44:42,replied,13
1263,438,464,2024-06-08 07:52:38,,open,8
1264,682,55,2024-09-17 20:43:28,2024-09-21 14:43:28,replied,9
1265,962,337,2024-10-28 06:59:33,,open,10
1266,329,75,2024-10-16 16:29:52,2024-10-16 18:29:52,replied,2
1267,944,85,2024-10-20 08:10:20,2024-10-22 10:10:20,replied,7
1268,331,280,2024-06-18 06:28:44,2024-06-20 12:28:44,replied,7
1269,441,77,2024-07-21 05:19:40,,open,7
1270,943,329,2024-12-30 20:05:07,,open,11
1271,1449,25,2024-07-28 13:50:54,,open,8
1272,1096,137,2024-01-17 23:51:35,2024-01-19 06:51:35,replied,6
1273,569,38,2024-10-22 21:48:46,2024-10-24 14:48:46,replied,7
1274,1112,74,2024-12-11 21:30:26,,open,2
1275,682,280,2024-07-28 00:09:36,2024-07-28 21:09:36,replied,6
1276,1413,280,2024-08-04 20:07:28,2024-08-05 00:07:28,replied,4
1277,1325,18,2024-06-01 00:20:25,,open,7
1278,575,436,2024-02-07 06:23:04,,open,2
1279,1085,85,2024-05-03 07:22:58,2024-05-04 18:22:58,replied,12
1280,867,511,2024-02-08 21:16:50,2024-02-09 02:16:50,replied,9
1281,1445,83,2024-07-31 04:15:13,2024-08-01 20:15:13,replied,3
1282,1331,477,2024-12-04 13:38:55,2024-12-07 08:38:55,replied,15
1283,305,218,2024-06-26 22:31:20,2024-06-28 14:31:20,replied,3
1284,807,38,2024-02-21 20:50:56,2024-02-25 14:50:56,replied,2
1285,969,477,2024-02-10 12:04:54,2024-02-10 16:04:54,replied,13
1286,1210,107,2024-05-16 15:49:57,2024-05-16 17:49:57,replied,8
1287,1460,85,2024-11-24 18:12:46,,open,4
1288,25,380,2024-05-31 18:14:25,,open,2
1289,103,137,2024-03-19 20:17:21,2024-03-19 22:17:21,replied,13
1290,296,133,2024-04-06 10:05:11,,open,9
1291,1170,490,2024-10-13 13:21:52,,open,3
1292,831,280,2024-05-25 02:19:46,2024-05-26 00:19:46,replied,1
1293,519,48,2024-05-13 10:28:56,,open,9
1294,1254,493,2024-01-17 02:12:38,2024-01-18 19:12:38,replied,15
1295,85,97,2024-11-01 21:04:11,2024-11-01 23:04:11,replied,1
1296,727,26,2024-05-01 02:21:43,,open,4
1297,1335,35,2024-10-12 04:56:00,,open,5
1298,718,280,2024-07-23 21:50:15,2024-07-28 12:50:15,replied,2
1299,1096,213,2024-07-16 19:03:33,,open,13
1300,64,404,2024-02-22 02:21:01,,open,3
1301,4,181,2024-08-25 01:50:33,,open,8
1302,1049,327,2024-11-02 19:38:56,,open,12
1303,636,335,2024-12-28 10:25:52,,open,9
1304,563,55,2024-11-10 17:26:58,,open,9
1305,1451,133,2024-11-12 15:40:27,2024-11-13 19:40:27,replied,14
1306,775,33,2024-04-08 01:16:52,,open,4
1307,115,133,2024-10-12 10:43:12,,open,2
1308,949,240,2024-11-16 07:56:08,,open,5
1309,588,508,2024-01-19 13:04:41,2024-01-20 10:04:41,replied,4
1310,1154,380,2024-01-13 11:02:09,2024-01-14 06:02:09,replied,13
1311,996,367,2024-04-24 07:27:02,,open,10
1312,1221,280,2024-04-18 14:54:06,,open,5
1313,624,432,2024-07-12 21:39:25,2024-07-13 04:39:25,replied,4
1314,1400,280,2024-12-07 00:02:18,2024-12-08 18:02:18,replied,7
1315,724,157,2024-12-27 08:02:39,2024-12-27 13:02:39,replied,4
1316,719,33,2024-04-11 07:05:42,,open,1
1317,394,18,2024-04-23 01:00:54,,open,15
1318,165,420,2024-08-28 10:59:32,2024-08-28 17:59:32,replied,8
1319,1410,69,2024-10-27 05:56:30,,open,14
1320,677,336,2024-03-01 16:19:37,,open,6
1321,1264,124,2025-01-05 13:56:22,2025-01-06 10:56:22,replied,14
1322,1313,42,2025-01-07 09:45:16,2025-01-12 21:45:16,replied,6
1323,315,407,2024-09-14 01:11:23,2024-09-18 02:11:23,replied,2
1324,245,146,2024-07-29 09:52:07,2024-08-01 11:52:07,replied,4
1325,985,38,2024-10-15 08:54:28,2024-10-15 08:54:28,replied,7
1326,532,22,2024-12-23 12:26:44,2024-12-24 21:26:44,replied,6
1327,454,194,2024-10-12 19:24:43,2024-10-13 15:24:43,replied,9
1328,918,7,2024-04-05 18:26:14,,open,13
1329,758,159,2024-12-02 15:18:50,,open,1
1330,1037,329,2025-01-27 23:32:58,2025-01-28 16:32:58,replied,3
1331,1447,335,2024-10-20 13:01:56,2024-10-20 23:01:56,replied,12
1332,686,379,2024-07-30 11:12:50,2024-07-31 14:12:50,replied,15
1333,318,69,2024-03-13 09:10:48,,open,5
1334,621,74,2024-06-20 01:31:31,2024-06-21 21:31:31,replied,5
1335,19,390,2024-04-13 06:13:08,2024-04-14 03:13:08,replied,10
1336,315,77,2024-11-20 08:25:26,,open,15
1337,255,419,2024-11-27 14:12:25,,open,5
1338,1419,288,2024-06-12 14:09:59,2024-06-13 04:09:59,replied,2
1339,271,205,2024-01-30 02:19:24,2024-01-30 10:19:24,replied,8
1340,1213,280,2024-02-21 07:59:22,2024-02-22 01:59:22,replied,15
1341,276,508,2025-01-18 07:10:32,2025-01-19 04:10:32,replied,11
1342,715,205,2024-09-14 05:04:59,,open,6
1343,1318,267,2024-12-30 05:25:11,,open,5
1344,904,441,2024-09-03 18:49:41,,open,9
1345,262,369,2024-08-23 16:16:38,,open,4
1346,361,188,2024-01-18 06:18:27,2024-01-19 01:18:27,replied,5
1347,522,280,2025-01-30 05:22:20,2025-01-31 09:22:20,replied,12
1348,638,62,2024-02-09 20:03:03,,open,5
1349,1236,200,2024-07-22 02:48:00,,open,9
1350,356,75,2024-06-19 01:34:17,,open,4
1351,722,437,2024-04-29 00:56:27,,open,12
1352,849,132,2025-01-27 21:36:33,2025-02-01 12:36:33,replied,12
1353,630,240,2024-11-21 16:09:38,,open,5
1354,131,280,2024-07-12 08:25:09,,open,15
1355,1033,248,2024-02-21 12:18:19,,open,15
1356,1378,38,2024-02-14 04:44:58,2024-02-14 15:44:58,replied,14
1357,676,33,2024-04-29 15:37:28,,open,1
1358,531,280,2024-10-14 16:23:07,2024-10-15 17:23:07,replied,4
1359,757,353,2025-01-17 00:56:57,,open,7
1360,922,74,2024-06-15 05:46:54,,open,14
1361,376,45,2024-08-17 12:08:34,,open,3
1362,534,146,2024-05-03 15:33:14,,open,10
1363,591,450,2024-03-05 08:57:53,2024-03-07 13:57:53,replied,2
1364,1229,157,2024-01-07 14:15:45,2024-01-08 14:15:45,replied,7
1365,764,33,2024-03-12 16:52:37,,open,13
1366,1244,491,2024-04-27 23:23:29,,open,1
1367,730,283,2024-05-17 22:12:07,2024-05-18 07:12:07,replied,5
1368,1307,280,2024-10-11 21:01:55,,open,15
1369,1270,33,2024-10-04 11:37:55,,open,2
1370,61,477,2024-05-08 07:57:11,,open,6
1371,164,55,2024-01-31 05:56:09,,open,2
1372,58,280,2024-01-01 03:58:21,,open,4
1373,1218,75,2024-05-11 23:48:23,,open,14
1374,762,329,2024-03-24 12:39:44,2024-03-26 09:39:44,replied,5
1375,962,290,2024-02-25 16:16:25,,open,5
1376,232,280,2024-02-20 10:36:58,,open,14
1377,418,433,2024-05-02 06:02:15,2024-05-02 07:02:15,replied,12
1378,796,128,2024-03-15 15:48:36,2024-03-15 21:48:36,replied,4
1379,1065,498,2024-08-09 08:29:45,2024-08-09 18:29:45,replied,6
1380,1035,335,2024-05-06 10:56:00,,open,13
1381,706,305,2024-10-05 15:37:13,,open,5
1382,466,70,2024-11-07 12:56:04,2024-11-07 15:56:04,replied,15
1383,376,96,2024-09-07 06:15:22,2024-09-07 16:15:22,replied,8
1384,250,74,2024-04-30 13:29:36,2024-04-30 13:29:36,replied,1
1385,921,423,2024-04-01 10:25:30,2024-04-06 06:25:30,replied,8
1386,216,133,2024-04-25 23:39:13,,open,5
1387,1186,133,2024-09-10 10:30:12,2024-09-10 10:30:12,replied,12
1388,752,297,2024-12-04 03:13:46,2024-12-06 12:13:46,replied,15
1389,1005,38,2024-08-28 23:51:58,,open,11
1390,48,38,2024-10-09 21:21:14,2024-10-11 10:21:14,replied,4
1391,547,280,2024-02-21 07:21:39,2024-02-21 08:21:39,replied,14
1392,1322,280,2024-07-26 21:00:44,2024-07-27 12:00:44,replied,8
1393,719,135,2024-11-04 17:44:37,,open,14
1394,514,350,2024-12-15 05:22:47,2024-12-17 16:22:47,replied,6
1395,1146,145,2024-11-24 01:08:41,2024-11-25 16:08:41,replied,15
1396,1155,146,2024-05-22 21:17:53,2024-05-26 02:17:53,replied,13
1397,274,204,2024-07-26 15:31:46,2024-07-30 06:31:46,replied,15
1398,532,436,2024-04-25 02:02:51,2024-04-25 06:02:51,replied,3
1399,384,462,2025-01-19 18:08:08,,open,15
1400,324,384,2024-05-20 05:00:17,2024-05-22 13:00:17,replied,13
1401,15,62,2024-10-07 04:26:54,,open,13
1402,961,371,2024-10-16 17:40:09,2024-10-18 12:40:09,replied,2
1403,753,103,2025-01-24 04:45:01,2025-01-28 06:45:01,replied,3
1404,530,26,2025-01-27 05:31:50,,open,7
1405,1378,38,2024-06-01 18:01:37,2024-06-02 12:01:37,replied,12
1406,1234,276,2024-01-31 14:56:22,2024-02-02 06:56:22,replied,12
1407,925,18,2024-08-30 09:35:41,,open,8
1408,66,477,2024-08-18 23:11:50,2024-08-19 00:11:50,replied,10
1409,977,38,2024-02-18 18:38:53,2024-02-18 18:38:53,replied,15
1410,653,267,2024-12-26 01:04:09,,open,10
1411,895,459,2024-06-28 09:07:52,,open,14
1412,925,283,2024-06-22 03:08:55,2024-06-24 02:08:55,replied,5
1413,1380,16,2024-01-31 01:36:55,,open,11
1414,1402,248,2024-07-28 09:32:55,2024-07-29 09:32:55,replied,9
1415,365,214,2024-02-01 11:47:51,2024-02-01 13:47:51,replied,14
1416,699,305,2024-07-16 14:54:34,2024-07-16 23:54:34,replied,1
1417,1486,345,2024-02-29 02:42:47,,open,5
1418,838,204,2024-11-19 16:52:38,2024-11-19 22:52:38,replied,14
1419,1477,280,2024-09-13 20:03:30,,open,8
1420,911,53,2024-06-14 18:20:08,2024-06-16 19:20:08,replied,9
1421,457,280,2024-03-31 00:00:15,,open,15
1422,611,38,2024-09-10 05:18:46,2024-09-13 11:18:46,replied,4
1423,21,232,2024-11-29 14:28:09,2024-11-29 17:28:09,replied,11
1424,394,280,2025-01-07 17:19:22,2025-01-08 05:19:22,replied,3
1425,1444,371,2024-07-24 13:04:13,2024-07-26 04:04:13,replied,11
1426,414,488,2024-11-18 18:53:29,2024-11-19 16:53:29,replied,7
1427,327,192,2024-05-07 07:27:12,2024-05-09 07:27:12,replied,13
1428,1445,38,2024-08-21 07:13:17,,open,12
1429,857,251,2024-02-23 06:36:21,2024-02-24 03:36:21,replied,3
1430,1355,33,2024-04-04 07:49:19,,open,1
1431,1479,157,2024-07-07 01:33:43,,open,13
1432,1166,407,2024-08-02 18:07:02,2024-08-06 17:07:02,replied,8
1433,535,33,2024-04-04 07:47:16,,open,14
1434,1199,33,2024-12-27 09:46:08,,open,8
1435,1039,81,2024-08-06 03:53:54,2024-08-07 05:53:54,replied,2
1436,559,38,2024-05-17 00:18:25,2024-05-18 06:18:25,replied,4
1437,853,33,2024-07-13 09:28:52,,open,10
1438,1239,280,2024-03-08 03:03:49,,open,3
1439,245,133,2024-09-20 17:13:42,,open,12
1440,834,362,2024-05-30 19:35:57,,open,15
1441,1165,74,2024-09-29 22:14:46,2024-10-01 19:14:46,replied,7
1442,1224,74,2024-12-01 20:32:57,2024-12-04 04:32:57,replied,9
1443,1194,420,2024-11-08 14:23:12,2024-11-08 17:23:12,replied,4
1444,969,418,2025-01-10 11:39:36,,open,12
1445,1074,280,2024-02-21 23:07:00,,open,12
1446,362,38,2025-01-18 23:49:16,2025-01-19 12:49:16,replied,8
1447,608,38,2024-09-08 06:30:15,2024-09-09 10:30:15,replied,1
1448,54,345,2024-12-17 18:50:36,2024-12-17 20:50:36,replied,10
1449,564,221,2024-01-14 07:09:52,,open,15
1450,586,380,2024-09-14 02:18:11,,open,1
1451,499,462,2024-12-25 23:55:02,2024-12-27 06:55:02,replied,14
1452,155,469,2024-03-31 11:36:12,,open,8
1453,769,240,2024-09-20 15:10:13,,open,1
1454,1213,143,2024-09-09 06:33:20,,open,7
1455,466,406,2024-01-31 05:52:17,,open,1
1456,1455,210,2024-08-25 04:13:44,,open,14
1457,595,204,2024-04-28 20:48:43,2024-04-29 21:48:43,replied,14
1458,645,406,2024-02-27 18:51:54,,open,6
1459,118,392,2025-01-22 00:44:37,2025-01-22 07:44:37,replied,5
1460,640,131,2024-01-18 15:45:34,2024-01-19 08:45:34,replied,5
1461,521,273,2024-05-23 12:28:37,,open,14
1462,231,74,2024-03-18 18:25:15,2024-03-21 17:25:15,replied,2
1463,423,205,2024-09-11 06:12:22,,open,3
1464,904,132,2024-06-13 21:45:14,,open,2
1465,372,33,2024-02-08 02:53:36,2024-02-08 15:53:36,replied,14
1466,1168,469,2024-03-02 21:01:42,,open,9
1467,1449,110,2024-09-04 20:19:43,2024-09-04 23:19:43,replied,2
1468,1385,199,2024-11-09 12:34:38,2024-11-09 14:34:38,replied,1
1469,495,26,2024-11-22 08:33:29,2024-11-23 02:33:29,replied,6
1470,431,249,2024-02-10 10:20:49,2024-02-11 01:20:49,replied,2
1471,1469,133,2024-01-04 02:44:29,2024-01-04 18:44:29,replied,8
1472,64,477,2024-12-30 10:57:10,,open,7
1473,846,137,2024-03-24 00:35:29,2024-03-24 09:35:29,replied,10
1474,1456,74,2024-07-13 07:08:48,,open,3
1475,1012,196,2024-03-21 16:20:52,,open,1
1476,728,345,2024-06-18 15:36:15,2024-06-18 19:36:15,replied,3
1477,282,327,2025-01-30 21:12:24,2025-01-30 21:12:24,replied,7
1478,11,157,2024-08-18 06:56:59,,open,13
1479,1306,353,2024-05-25 16:11:04,2024-05-26 04:11:04,replied,4
1480,89,267,2024-11-29 18:37:10,2024-11-30 03:37:10,replied,11
1481,609,340,2024-05-29 11:56:03,,open,5
1482,546,26,2024-04-15 19:08:52,,open,10
1483,645,407,2024-08-19 10:25:20,2024-08-19 20:25:20,replied,14
1484,1378,420,2024-04-06 19:37:19,,open,5
1485,1010,133,2025-01-21 13:22:34,2025-01-23 00:22:34,replied,2
1486,639,123,2024-05-28 11:34:21,2024-05-30 08:34:21,replied,12
1487,219,38,2024-05-23 04:40:51,,open,10
1488,196,58,2024-07-16 05:35:52,2024-07-16 19:35:52,replied,4
1489,398,33,2024-02-06 04:01:11,,open,11
1490,623,62,2024-04-13 06:35:33,,open,5
1491,1487,467,2024-03-28 11:16:07,,open,11
1492,335,485,2024-03-27 00:58:59,2024-03-27 04:58:59,replied,1
1493,649,448,2024-03-24 01:45:38,2024-03-25 06:45:38,replied,8
1494,243,85,2024-04-24 04:02:47,2024-04-25 04:02:47,replied,13
1495,205,280,2024-10-13 10:07:31,,open,7
1496,594,499,2024-08-15 15:34:32,2024-08-15 20:34:32,replied,14
1497,993,290,2024-04-23 08:03:42,2024-04-23 08:03:42,replied,6
1498,307,33,2024-07-22 13:31:58,,open,5
1499,682,5,2024-02-08 00:11:06,2024-02-22 18:11:06,replied,7
1500,719,370,2024-05-03 04:36:48,2024-05-05 10:36:48,replied,15
1501,1280,221,2024-02-16 06:52:52,,open,9
1502,460,107,2024-06-07 07:51:02,2024-06-07 11:51:02,replied,15
1503,457,99,2024-04-19 06:47:53,2024-04-19 14:47:53,replied,3
1504,669,345,2024-01-11 16:38:49,2024-01-12 07:38:49,replied,13
1505,826,33,2024-02-20 17:11:15,,open,6
1506,480,20,2024-06-23 05:32:54,2024-06-23 07:32:54,replied,12
1507,1337,157,2024-08-17 01:50:47,,open,5
1508,267,459,2025-01-08 02:22:42,2025-01-09 13:22:42,replied,15
1509,226,370,2024-01-14 07:37:13,,open,11
1510,756,202,2024-10-25 17:07:17,2024-10-26 02:07:17,replied,9
1511,787,33,2024-04-22 09:15:27,2024-04-26 13:15:27,replied,12
1512,584,356,2024-07-19 22:01:28,2024-07-20 04:01:28,replied,11
1513,797,224,2024-09-09 22:52:02,2024-09-10 23:52:02,replied,10
1514,1484,280,2024-03-24 04:50:44,2024-03-29 07:50:44,replied,5
1515,405,280,2024-07-25 17:58:25,,open,10
1516,1233,245,2024-05-22 02:23:01,,open,9
1517,7,26,2024-04-25 19:21:23,,open,6
1518,1184,28,2024-11-22 00:15:45,,open,1
1519,749,62,2024-05-30 05:35:38,2024-05-30 06:35:38,replied,12
1520,484,340,2024-11-25 23:45:12,2024-11-28 00:45:12,replied,13
1521,438,38,2024-06-03 22:19:44,2024-06-05 17:19:44,replied,11
1522,1306,38,2024-10-04 04:51:55,2024-10-04 12:51:55,replied,8
1523,974,75,2024-06-01 10:42:52,,open,6
