_id,conversation_id,created_at,scheduled_at,completed_at,status,type,duration_minutes,rating
555,1713,2024-04-24 08:47:48,2024-05-18 08:47:48,2024-05-18 09:46:48,completed,in_person,46,4
556,1714,2024-04-23 21:03:02,2024-05-15 21:03:02,2024-05-15 21:49:02,completed,video,49,4
557,1717,2025-01-09 07:48:32,2025-01-25 07:48:32,2025-01-25 08:23:32,completed,in_person,42,3
558,1719,2024-09-18 15:41:33,2024-10-12 15:41:33,2024-10-12 16:11:33,completed,video,48,4
559,1722,2024-09-14 08:39:49,2024-09-24 08:39:49,,no_show,phone,49,
560,1724,2024-06-22 18:43:00,2024-07-06 18:43:00,,no_show,in_person,22,
561,1726,2024-10-29 08:49:20,2024-11-21 08:49:20,2024-11-21 10:05:20,completed,Video,31,5
562,1727,2024-10-27 17:41:48,2024-11-04 17:41:48,2024-11-04 19:06:48,completed,video,36,4
563,1732,2024-09-06 15:11:44,2024-09-21 15:11:44,,no_show,phone,59,
564,1734,2024-11-15 08:06:40,2024-11-29 08:06:40,,no_show,in_person,37,
565,1737,2024-08-18 15:33:29,2024-09-06 15:33:29,2024-09-06 16:46:29,completed,video,42,4
566,1747,2024-09-01 01:06:55,2024-09-04 01:06:55,2024-09-04 02:25:55,completed,Video,41,3
567,1751,2024-05-06 21:40:35,2024-05-10 21:40:35,,cancelled,video,29,
568,1752,2024-11-23 16:46:40,2024-12-20 16:46:40,2024-12-20 18:06:40,completed,video,45,3
569,1754,2024-09-18 22:37:04,2024-09-20 22:37:04,,cancelled,in_person,35,
570,1761,2024-06-08 03:25:56,2024-06-12 03:25:56,2024-06-12 04:52:56,completed,in_person,24,5
571,1765,2024-05-24 23:22:37,2024-06-19 23:22:37,,no_show,in_person,32,
572,1768,2024-11-22 02:54:06,2024-12-04 02:54:06,2024-12-04 04:19:06,completed,in_person,52,4
573,1773,2024-08-29 08:10:56,2024-09-26 08:10:56,2024-09-26 08:42:56,completed,video,44,3
574,1775,2024-11-28 23:20:45,2024-12-13 23:20:45,2024-12-14 00:49:45,completed,in_person,33,4
575,1779,2024-01-02 17:58:13,2024-01-06 17:58:13,,cancelled,Video,60,
576,1784,2024-11-10 12:31:46,2024-11-24 12:31:46,2024-11-24 13:35:46,completed,phone,52,4
577,1785,2024-05-15 07:35:52,2024-05-23 07:35:52,,cancelled,Video,21,
578,1788,2024-08-03 13:31:43,2024-08-26 13:31:43,,cancelled,in_person,20,
579,1794,2024-02-21 06:39:03,2024-03-11 06:39:03,,cancelled,Video,50,
580,1795,2024-12-16 23:20:56,2025-01-11 23:20:56,2025-01-12 00:08:56,completed,in_person,59,4
581,1802,2024-10-25 15:07:20,2024-10-30 15:07:20,2024-10-30 16:10:20,completed,video,30,5
582,1807,2024-07-14 10:58:42,2024-08-08 10:58:42,2024-08-08 12:26:42,completed,video,27,3
583,1815,2024-04-19 00:23:28,2024-04-20 00:23:28,2024-04-20 01:04:28,completed,in_person,39,4
584,1816,2024-08-21 11:36:43,2024-08-27 11:36:43,2024-08-27 12:38:43,completed,phone,20,4
585,1817,2024-04-13 09:07:29,2024-04-25 09:07:29,2024-04-25 09:48:29,completed,video,43,5
586,1822,2024-05-24 22:30:34,2024-05-26 22:30:34,2024-05-26 23:21:34,completed,Video,36,3
587,1823,2025-01-10 09:25:04,2025-01-13 09:25:04,,cancelled,in_person,42,
588,1824,2024-05-10 05:46:09,2024-05-22 05:46:09,2024-05-22 07:11:09,completed,video,53,4
589,1826,2024-10-14 10:16:01,2024-10-15 10:16:01,2024-10-15 10:51:01,completed,phone,26,5
590,1827,2025-01-26 20:12:43,2025-02-18 20:12:43,,no_show,video,51,
591,1839,2024-09-08 14:00:13,2024-09-28 14:00:13,2024-09-28 15:19:13,completed,in_person,55,3
592,1842,2024-03-16 15:15:19,2024-03-24 15:15:19,2024-03-24 16:38:19,completed,Video,22,3
593,1843,2024-09-03 11:16:40,2024-09-08 11:16:40,2024-09-08 11:57:40,completed,Video,58,3
594,1844,2024-04-26 06:21:30,2024-04-28 06:21:30,2024-04-28 07:03:30,completed,in_person,22,4
595,1845,2024-03-25 17:51:32,2024-03-30 17:51:32,2024-03-30 19:13:32,completed,video,33,5
596,1846,2024-03-08 16:21:07,2024-03-28 16:21:07,,cancelled,video,28,
597,1850,2025-01-06 06:49:24,2025-02-04 06:49:24,2025-02-04 07:56:24,completed,phone,32,4
598,1852,2024-09-21 13:05:08,2024-10-05 13:05:08,2024-10-05 14:19:08,completed,Video,25,3
599,1860,2024-09-03 11:24:33,2024-09-28 11:24:33,2024-09-28 11:56:33,completed,phone,26,4
600,1871,2024-10-24 12:53:48,2024-11-15 12:53:48,,cancelled,Video,32,
601,1872,2025-01-16 01:59:42,2025-01-21 01:59:42,,cancelled,Video,35,
602,1875,2024-11-17 00:05:14,2024-12-12 00:05:14,2024-12-12 01:17:14,completed,in_person,20,4
603,1881,2024-02-18 20:49:53,2024-02-19 20:49:53,2024-02-19 21:38:53,completed,Video,54,4
604,1885,2025-01-15 05:38:49,2025-01-17 05:38:49,,cancelled,Video,44,
605,1886,2024-12-25 18:24:52,2024-12-31 18:24:52,2024-12-31 19:24:52,completed,in_person,47,4
606,1887,2025-01-01 08:23:36,2025-01-18 08:23:36,2025-01-18 09:06:36,completed,in_person,32,4
607,1888,2024-12-20 04:58:05,2025-01-16 04:58:05,2025-01-16 06:01:05,completed,Video,32,4
608,1889,2024-09-21 22:06:28,2024-10-19 22:06:28,2024-10-19 23:05:28,completed,video,25,4
609,1890,2024-10-09 02:18:13,2024-10-28 02:18:13,2024-10-28 03:06:13,completed,in_person,51,5
610,1891,2024-04-15 09:00:34,2024-05-07 09:00:34,2024-05-07 09:36:34,completed,in_person,28,4
611,1892,2024-01-26 09:27:22,2024-02-14 09:27:22,2024-02-14 10:37:22,completed,in_person,32,3
612,1894,2024-12-18 07:13:07,2025-01-09 07:13:07,2025-01-09 08:24:07,completed,video,47,4
613,1897,2024-12-30 02:33:08,2025-01-12 02:33:08,,cancelled,in_person,52,
614,1901,2024-09-08 01:46:25,2024-09-27 01:46:25,2024-09-27 03:02:25,completed,Video,43,4
615,1906,2024-10-09 11:42:56,2024-10-27 11:42:56,,cancelled,in_person,58,
616,1907,2024-06-06 19:40:15,2024-06-27 19:40:15,2024-06-27 20:52:15,completed,in_person,58,5
617,1908,2024-11-20 13:45:43,2024-11-27 13:45:43,2024-11-27 14:50:43,completed,video,53,5
618,1910,2024-06-18 23:57:30,2024-06-19 23:57:30,2024-06-20 01:25:30,completed,phone,36,4
619,1913,2024-03-31 11:19:27,2024-04-19 11:19:27,2024-04-19 12:41:27,completed,phone,54,4
620,1915,2024-12-07 20:50:09,2025-01-05 20:50:09,,cancelled,in_person,49,
621,1919,2024-07-11 18:21:19,2024-07-18 18:21:19,2024-07-18 19:23:19,completed,video,47,3
622,1925,2024-10-16 02:10:41,2024-11-04 02:10:41,2024-11-04 03:23:41,completed,phone,34,5
623,1926,2024-07-22 22:11:40,2024-08-08 22:11:40,2024-08-08 23:16:40,completed,video,33,4
624,1927,2024-02-01 09:48:54,2024-02-07 09:48:54,,no_show,phone,35,
625,1928,2024-07-14 12:42:54,2024-07-19 12:42:54,2024-07-19 14:08:54,completed,in_person,21,5
626,1929,2024-09-05 02:55:03,2024-10-04 02:55:03,2024-10-04 04:15:03,completed,phone,51,5
627,1934,2025-01-06 05:58:59,2025-01-09 05:58:59,2025-01-09 06:38:59,completed,video,50,4
628,1938,2024-03-30 10:55:37,2024-04-19 10:55:37,2024-04-19 12:11:37,completed,phone,35,4
629,1940,2024-05-02 06:14:00,2024-05-20 06:14:00,2024-05-20 06:58:00,completed,video,42,1
630,1942,2024-04-18 10:59:09,2024-05-02 10:59:09,2024-05-02 11:31:09,completed,phone,20,4
631,1948,2024-06-15 06:54:44,2024-06-19 06:54:44,2024-06-19 07:52:44,completed,phone,46,3
632,1950,2024-01-11 09:57:47,2024-01-31 09:57:47,2024-01-31 10:58:47,completed,phone,47,5
633,1951,2024-09-07 03:43:04,2024-09-12 03:43:04,2024-09-12 04:34:04,completed,phone,29,3
634,1952,2024-08-12 01:41:58,2024-08-30 01:41:58,,cancelled,in_person,49,
635,1961,2024-01-14 06:33:12,2024-02-05 06:33:12,2024-02-05 07:23:12,completed,phone,26,3
636,1962,2024-04-02 03:48:09,2024-04-08 03:48:09,2024-04-08 05:17:09,completed,Video,55,5
637,1963,2024-10-05 20:32:40,2024-10-23 20:32:40,2024-10-23 21:17:40,completed,Video,32,4
638,1968,2024-02-11 19:11:30,2024-03-03 19:11:30,,cancelled,in_person,52,
639,1970,2024-08-04 21:00:18,2024-08-18 21:00:18,,cancelled,video,23,
640,1973,2024-06-26 05:58:46,2024-07-17 05:58:46,2024-07-17 07:03:46,completed,phone,32,4
641,1974,2024-03-24 03:21:51,2024-04-23 03:21:51,2024-04-23 04:10:51,completed,Video,46,4
642,1976,2024-01-06 21:15:15,2024-01-18 21:15:15,2024-01-18 22:10:15,completed,video,23,5
643,1982,2024-09-22 07:47:20,2024-09-24 07:47:20,2024-09-24 08:44:20,completed,video,38,4
644,1984,2024-07-28 00:50:05,2024-08-27 00:50:05,,cancelled,video,23,
645,1986,2024-04-05 06:06:57,2024-04-17 06:06:57,,cancelled,phone,39,
646,1987,2024-11-16 10:54:47,2024-11-26 10:54:47,,no_show,Video,22,
647,1993,2024-02-17 05:26:22,2024-03-16 05:26:22,2024-03-16 06:15:22,completed,Video,20,5
648,1999,2024-06-01 16:01:28,2024-06-18 16:01:28,,no_show,in_person,32,
649,2000,2024-05-21 03:36:56,2024-06-15 03:36:56,,no_show,Video,26,
650,2002,2024-07-31 02:26:29,2024-08-27 02:26:29,,cancelled,in_person,56,
651,2004,2024-06-04 15:05:08,2024-06-19 15:05:08,2024-06-19 16:09:08,completed,in_person,24,3
652,2009,2024-01-25 22:06:03,2024-02-15 22:06:03,2024-02-15 22:38:03,completed,video,46,4
653,2010,2024-11-18 04:30:26,2024-11-23 04:30:26,,no_show,in_person,36,
654,2016,2024-08-15 08:53:34,2024-08-29 08:53:34,2024-08-29 10:21:34,completed,phone,23,5
655,2024,2024-03-20 06:27:03,2024-03-26 06:27:03,2024-03-26 07:41:03,completed,phone,32,3
656,2028,2024-12-05 08:17:20,2024-12-21 08:17:20,2024-12-21 09:25:20,completed,in_person,40,4
657,2041,2025-01-26 04:42:27,2025-02-23 04:42:27,2025-02-23 06:11:27,completed,phone,34,4
658,2042,2025-01-29 17:51:39,2025-02-20 17:51:39,2025-02-20 18:29:39,completed,in_person,49,4
659,2049,2024-05-14 01:01:54,2024-05-24 01:01:54,2024-05-24 02:00:54,completed,in_person,51,4
660,2053,2024-11-09 04:44:34,2024-12-07 04:44:34,,cancelled,in_person,28,
661,2056,2024-05-08 10:20:12,2024-05-17 10:20:12,,no_show,in_person,29,
662,2062,2024-11-24 23:02:13,2024-12-20 23:02:13,2024-12-21 00:00:13,completed,video,21,5
663,2063,2025-01-18 23:27:14,2025-02-06 23:27:14,2025-02-07 00:15:14,completed,phone,31,3
664,2064,2024-05-17 12:03:54,2024-05-23 12:03:54,2024-05-23 12:48:54,completed,video,44,4
665,2067,2024-11-05 06:12:23,2024-11-10 06:12:23,2024-11-10 07:14:23,completed,phone,58,4
666,2068,2024-11-23 11:47:58,2024-12-18 11:47:58,2024-12-18 13:15:58,completed,Video,38,2
667,2070,2024-08-12 16:48:52,2024-08-23 16:48:52,2024-08-23 17:48:52,completed,video,43,4
668,2074,2024-11-11 20:09:01,2024-12-03 20:09:01,,no_show,in_person,42,
669,2078,2024-12-04 13:55:06,2024-12-11 13:55:06,,no_show,phone,23,
670,2081,2024-01-18 03:07:54,2024-02-12 03:07:54,2024-02-12 04:31:54,completed,Video,24,4
671,2085,2024-11-12 10:06:15,2024-11-20 10:06:15,2024-11-20 11:04:15,completed,phone,40,5
672,2088,2025-01-31 22:32:33,2025-02-23 22:32:33,,cancelled,video,29,
673,2091,2024-03-16 14:56:56,2024-03-19 14:56:56,2024-03-19 15:45:56,completed,Video,26,4
674,2096,2024-08-07 22:21:56,2024-08-25 22:21:56,2024-08-25 23:04:56,completed,in_person,60,4
675,2099,2024-04-22 23:34:28,2024-05-20 23:34:28,2024-05-21 00:05:28,completed,phone,21,4
676,2111,2024-03-29 01:42:54,2024-04-03 01:42:54,2024-04-03 03:01:54,completed,in_person,58,4
677,2113,2024-11-02 17:12:15,2024-11-18 17:12:15,2024-11-18 18:14:15,completed,Video,48,4
678,2115,2024-03-18 16:17:24,2024-04-03 16:17:24,2024-04-03 16:57:24,completed,Video,59,4
679,2117,2024-01-06 23:08:04,2024-02-02 23:08:04,2024-02-03 00:14:04,completed,video,53,4
680,2118,2024-08-25 21:31:17,2024-09-03 21:31:17,2024-09-03 22:56:17,completed,Video,52,4
681,2122,2024-09-04 21:22:55,2024-09-21 21:22:55,2024-09-21 22:43:55,completed,Video,58,4
682,2123,2024-09-08 08:39:08,2024-09-22 08:39:08,,cancelled,phone,26,
683,2124,2024-12-10 03:54:33,2025-01-03 03:54:33,2025-01-03 04:34:33,completed,in_person,38,5
684,2134,2024-05-15 20:31:11,2024-06-05 20:31:11,2024-06-05 22:01:11,completed,Video,24,3
685,2137,2024-08-26 10:45:52,2024-09-11 10:45:52,2024-09-11 11:39:52,completed,video,59,4
686,2141,2024-02-16 13:53:45,2024-03-08 13:53:45,2024-03-08 14:30:45,completed,video,21,4
687,2144,2024-04-09 07:20:12,2024-04-19 07:20:12,2024-04-19 08:39:12,completed,phone,53,3
688,2149,2024-04-24 09:24:00,2024-04-28 09:24:00,2024-04-28 10:54:00,completed,phone,34,4
689,2150,2024-02-11 12:46:32,2024-03-03 12:46:32,2024-03-03 13:57:32,completed,in_person,32,4
690,2155,2024-05-15 19:02:17,2024-06-13 19:02:17,2024-06-13 20:10:17,completed,Video,30,3
691,2167,2025-01-15 00:56:14,2025-02-01 00:56:14,2025-02-01 01:56:14,completed,phone,32,5
692,2176,2024-08-25 08:29:34,2024-09-05 08:29:34,2024-09-05 09:11:34,completed,video,39,3
693,2180,2024-08-12 14:13:04,2024-09-07 14:13:04,,cancelled,in_person,37,
694,2181,2024-10-06 04:54:11,2024-10-28 04:54:11,2024-10-28 06:12:11,completed,in_person,31,4
695,2183,2024-02-21 05:32:05,2024-03-10 05:32:05,2024-03-10 06:38:05,completed,Video,51,4
696,2191,2024-02-17 07:38:50,2024-03-09 07:38:50,2024-03-09 08:28:50,completed,video,54,3
697,2202,2024-05-13 21:48:54,2024-05-22 21:48:54,2024-05-22 23:05:54,completed,phone,46,4
698,2203,2024-02-08 08:26:14,2024-03-09 08:26:14,2024-03-09 09:22:14,completed,in_person,49,5
699,2204,2024-06-13 17:39:54,2024-07-09 17:39:54,2024-07-09 18:14:54,completed,phone,23,4
700,2206,2024-01-02 15:22:54,2024-01-03 15:22:54,,cancelled,video,31,
701,2207,2024-10-26 18:26:22,2024-11-07 18:26:22,2024-11-07 19:20:22,completed,phone,49,4
702,2217,2024-01-14 03:04:13,2024-01-24 03:04:13,2024-01-24 03:37:13,completed,phone,20,4
703,2218,2024-05-21 15:47:56,2024-06-01 15:47:56,2024-06-01 17:07:56,completed,Video,35,5
704,2224,2024-10-15 03:21:11,2024-10-25 03:21:11,,cancelled,video,46,
705,2231,2024-09-02 12:18:21,2024-09-29 12:18:21,,cancelled,phone,33,
706,2234,2024-04-01 21:31:09,2024-04-21 21:31:09,2024-04-21 22:32:09,completed,video,60,4
707,2236,2024-01-24 19:04:31,2024-02-12 19:04:31,2024-02-12 20:33:31,completed,in_person,27,4
708,2237,2024-05-20 06:48:57,2024-05-22 06:48:57,2024-05-22 08:12:57,completed,video,47,4
709,2239,2024-07-06 21:17:39,2024-07-08 21:17:39,2024-07-08 22:41:39,completed,in_person,23,4
710,2242,2024-05-25 01:40:54,2024-06-09 01:40:54,2024-06-09 02:46:54,completed,in_person,48,5
711,2245,2024-12-24 01:23:34,2025-01-12 01:23:34,,no_show,in_person,48,
712,2246,2024-04-01 11:33:04,2024-05-01 11:33:04,2024-05-01 12:46:04,completed,video,55,3
713,2254,2024-12-14 23:10:10,2025-01-05 23:10:10,,cancelled,phone,50,
714,2255,2024-08-04 07:32:21,2024-08-23 07:32:21,2024-08-23 09:00:21,completed,Video,36,4
715,2257,2024-02-05 05:47:05,2024-02-25 05:47:05,2024-02-25 06:50:05,completed,in_person,54,3
716,2261,2024-02-08 15:59:09,2024-02-25 15:59:09,2024-02-25 17:13:09,completed,Video,20,4
717,2265,2024-09-07 20:11:47,2024-10-06 20:11:47,2024-10-06 21:12:47,completed,phone,57,4
718,2267,2024-12-17 13:31:20,2025-01-12 13:31:20,,no_show,Video,44,
719,2268,2024-02-26 07:16:26,2024-03-02 07:16:26,,cancelled,video,24,
720,2274,2024-09-12 15:42:56,2024-09-18 15:42:56,,no_show,Video,38,
721,2276,2024-12-08 05:10:21,2024-12-28 05:10:21,2024-12-28 06:33:21,completed,video,35,4
722,2277,2024-06-04 00:59:31,2024-06-18 00:59:31,,cancelled,video,56,
723,2283,2024-12-29 18:12:53,2025-01-17 18:12:53,2025-01-17 18:57:53,completed,in_person,54,5
724,2285,2024-04-12 03:25:55,2024-05-11 03:25:55,2024-05-11 04:34:55,completed,video,43,4
725,2289,2024-09-15 10:45:00,2024-10-04 10:45:00,,cancelled,video,37,
726,2292,2024-11-09 05:42:56,2024-12-03 05:42:56,2024-12-03 06:50:56,completed,phone,23,4
727,2297,2024-12-04 04:50:57,2024-12-12 04:50:57,2024-12-12 06:18:57,completed,Video,51,4
728,2304,2024-09-12 15:21:28,2024-09-26 15:21:28,,cancelled,video,21,
729,2307,2024-09-10 21:17:00,2024-10-02 21:17:00,2024-10-02 22:14:00,completed,video,38,4
730,2309,2024-06-30 10:04:44,2024-07-29 10:04:44,2024-07-29 11:29:44,completed,in_person,26,5
731,2323,2024-01-25 20:20:54,2024-02-03 20:20:54,,no_show,video,36,
732,2324,2025-01-17 09:22:25,2025-02-02 09:22:25,2025-02-02 10:35:25,completed,phone,50,3
733,2327,2024-10-11 09:40:12,2024-10-13 09:40:12,2024-10-13 10:33:12,completed,video,53,4
734,2330,2024-01-10 11:30:51,2024-01-28 11:30:51,2024-01-28 12:11:51,completed,Video,39,5
735,2331,2024-04-02 01:19:34,2024-04-23 01:19:34,,no_show,in_person,36,
736,2334,2024-02-20 00:40:46,2024-03-18 00:40:46,2024-03-18 01:42:46,completed,Video,31,4
737,2338,2024-02-05 11:59:44,2024-02-10 11:59:44,,cancelled,in_person,34,
738,2339,2024-02-16 01:53:45,2024-03-17 01:53:45,2024-03-17 02:31:45,completed,Video,48,3
739,2345,2024-04-07 07:52:49,2024-04-29 07:52:49,2024-04-29 08:54:49,completed,Video,35,4
740,2346,2024-05-30 13:32:25,2024-06-23 13:32:25,2024-06-23 14:25:25,completed,phone,32,5
741,2352,2024-07-21 03:28:51,2024-07-25 03:28:51,2024-07-25 04:52:51,completed,phone,50,4
742,2355,2024-04-26 01:58:49,2024-05-08 01:58:49,,cancelled,video,33,
743,2356,2024-09-13 02:50:45,2024-10-08 02:50:45,,cancelled,phone,35,
744,2357,2024-01-25 19:33:33,2024-02-24 19:33:33,2024-02-24 20:26:33,completed,video,52,4
745,2364,2024-09-09 19:45:02,2024-10-02 19:45:02,2024-10-02 20:32:02,completed,Video,36,4
746,2366,2024-05-24 12:33:35,2024-05-31 12:33:35,2024-05-31 13:54:35,completed,in_person,56,3
747,2371,2024-05-24 21:19:54,2024-06-22 21:19:54,2024-06-22 21:50:54,completed,video,46,3
748,2375,2024-01-05 18:04:12,2024-01-22 18:04:12,2024-01-22 19:31:12,completed,phone,53,4
749,2376,2024-05-10 16:22:45,2024-06-08 16:22:45,2024-06-08 17:22:45,completed,Video,53,3
750,2377,2024-05-12 18:07:11,2024-05-24 18:07:11,,cancelled,in_person,31,
751,2381,2024-12-05 01:31:04,2024-12-19 01:31:04,,cancelled,Video,60,
752,2387,2024-06-16 17:32:53,2024-06-28 17:32:53,2024-06-28 18:10:53,completed,Video,46,4
753,2388,2024-04-30 01:27:12,2024-05-07 01:27:12,,no_show,video,46,
754,2391,2024-05-10 14:00:33,2024-05-13 14:00:33,2024-05-13 15:24:33,completed,Video,60,3
755,2395,2024-07-16 16:54:45,2024-07-26 16:54:45,,cancelled,phone,48,
756,2397,2024-03-26 05:04:21,2024-04-08 05:04:21,,cancelled,in_person,33,
757,2399,2024-01-11 03:11:26,2024-01-26 03:11:26,,no_show,in_person,20,
758,2400,2024-02-09 09:15:34,2024-03-08 09:15:34,,cancelled,phone,35,
759,2401,2024-04-25 22:33:05,2024-05-13 22:33:05,,no_show,video,31,
760,2402,2024-12-06 21:48:49,2024-12-27 21:48:49,,cancelled,Video,59,
761,2405,2024-04-11 11:21:28,2024-05-05 11:21:28,2024-05-05 12:03:28,completed,in_person,44,5
762,2406,2024-02-06 12:47:34,2024-02-16 12:47:34,2024-02-16 13:27:34,completed,phone,44,5
763,2408,2024-09-15 12:43:17,2024-09-16 12:43:17,2024-09-16 14:09:17,completed,Video,37,4
764,2423,2024-02-01 12:27:15,2024-02-20 12:27:15,,cancelled,Video,58,
765,2424,2024-04-28 19:35:54,2024-05-09 19:35:54,2024-05-09 21:05:54,completed,in_person,53,4
766,2425,2024-11-01 19:24:19,2024-11-25 19:24:19,2024-11-25 20:03:19,completed,video,44,4
767,2426,2024-08-18 20:56:38,2024-09-06 20:56:38,2024-09-06 22:12:38,completed,in_person,20,4
768,2427,2024-12-01 03:28:00,2024-12-07 03:28:00,2024-12-07 04:21:00,completed,in_person,26,3
769,2429,2024-11-19 18:18:59,2024-12-10 18:18:59,2024-12-10 18:48:59,completed,phone,44,4
770,2430,2024-10-19 18:27:44,2024-11-09 18:27:44,,no_show,in_person,31,
771,2431,2024-05-11 05:19:53,2024-05-13 05:19:53,2024-05-13 06:13:53,completed,phone,24,5
772,2432,2024-04-01 05:49:15,2024-04-12 05:49:15,2024-04-12 06:52:15,completed,video,55,5
773,2436,2024-01-31 12:26:00,2024-02-01 12:26:00,2024-02-01 13:01:00,completed,video,49,5
774,2438,2024-04-24 13:57:06,2024-04-30 13:57:06,,no_show,Video,45,
775,2439,2024-03-06 17:43:04,2024-03-31 17:43:04,,no_show,video,52,
776,2440,2024-10-22 08:40:36,2024-11-09 08:40:36,2024-11-09 09:28:36,completed,phone,37,4
777,2443,2024-10-10 23:53:55,2024-10-14 23:53:55,,cancelled,Video,47,
778,2447,2025-01-22 23:30:31,2025-02-05 23:30:31,2025-02-06 00:35:31,completed,Video,24,5
779,2451,2024-08-16 08:33:50,2024-08-26 08:33:50,2024-08-26 10:00:50,completed,phone,35,4
780,2452,2024-07-18 08:36:13,2024-08-06 08:36:13,,no_show,in_person,41,
781,2454,2025-01-25 12:40:49,2025-02-17 12:40:49,,cancelled,Video,27,
782,2455,2024-11-30 16:42:27,2024-12-18 16:42:27,,cancelled,video,24,
783,2469,2024-09-05 00:21:58,2024-09-07 00:21:58,2024-09-07 01:04:58,completed,video,28,3
784,2470,2024-11-16 12:20:22,2024-12-03 12:20:22,2024-12-03 13:40:22,completed,video,39,4
785,2471,2024-06-24 13:02:50,2024-07-02 13:02:50,,cancelled,in_person,40,
786,2472,2024-01-15 00:53:09,2024-02-02 00:53:09,2024-02-02 01:28:09,completed,phone,59,4
787,2474,2024-10-03 17:18:51,2024-10-10 17:18:51,2024-10-10 18:04:51,completed,video,44,4
788,2475,2024-04-03 09:34:16,2024-05-01 09:34:16,2024-05-01 11:00:16,completed,in_person,25,3
789,2477,2024-08-16 03:26:53,2024-08-17 03:26:53,2024-08-17 04:10:53,completed,video,22,3
790,2478,2024-08-09 23:39:02,2024-09-07 23:39:02,,cancelled,in_person,58,
791,2480,2025-01-21 20:25:26,2025-02-01 20:25:26,2025-02-01 21:20:26,completed,Video,29,2
792,2483,2024-09-20 04:50:57,2024-10-12 04:50:57,2024-10-12 05:22:57,completed,Video,21,4
793,2485,2024-09-02 14:11:27,2024-09-20 14:11:27,,cancelled,video,58,
794,2486,2024-03-27 14:02:48,2024-03-30 14:02:48,,cancelled,phone,44,
795,2491,2024-01-20 15:56:51,2024-02-04 15:56:51,2024-02-04 17:23:51,completed,in_person,30,4
796,2492,2024-05-18 09:32:31,2024-06-11 09:32:31,2024-06-11 10:05:31,completed,video,47,3
797,2499,2024-01-28 05:58:55,2024-01-29 05:58:55,2024-01-29 06:53:55,completed,Video,46,4
798,2502,2024-05-24 20:22:12,2024-06-20 20:22:12,,cancelled,phone,44,
799,2505,2024-06-14 14:29:50,2024-07-13 14:29:50,2024-07-13 15:03:50,completed,phone,26,3
800,2508,2024-05-15 09:18:20,2024-05-28 09:18:20,2024-05-28 09:51:20,completed,Video,38,5
801,2511,2024-06-25 00:49:23,2024-07-22 00:49:23,2024-07-22 01:55:23,completed,in_person,46,4
802,2512,2024-09-28 20:37:23,2024-10-06 20:37:23,2024-10-06 21:21:23,completed,in_person,34,5
803,2514,2024-05-25 14:05:21,2024-06-06 14:05:21,2024-06-06 14:47:21,completed,Video,58,5
804,2516,2024-06-04 06:28:03,2024-06-21 06:28:03,2024-06-21 06:58:03,completed,video,55,4
805,2517,2025-01-16 16:12:52,2025-01-29 16:12:52,2025-01-29 17:06:52,completed,in_person,43,4
806,2518,2024-10-02 03:09:12,2024-10-25 03:09:12,2024-10-25 04:12:12,completed,Video,27,3
807,2523,2024-07-27 00:15:19,2024-08-05 00:15:19,,cancelled,phone,43,
808,2529,2024-02-14 09:32:16,2024-02-20 09:32:16,2024-02-20 10:34:16,completed,video,58,4
809,2530,2024-09-16 04:05:12,2024-09-23 04:05:12,2024-09-23 04:41:12,completed,in_person,42,4
810,2531,2024-10-29 14:52:53,2024-11-15 14:52:53,2024-11-15 16:00:53,completed,video,45,5
811,2535,2024-01-05 21:40:52,2024-01-17 21:40:52,2024-01-17 22:31:52,completed,video,57,5
812,2541,2024-10-10 19:05:02,2024-10-23 19:05:02,2024-10-23 20:00:02,completed,Video,29,3
813,2545,2024-07-28 21:41:44,2024-08-04 21:41:44,,cancelled,in_person,42,
814,2546,2024-09-17 19:27:36,2024-10-16 19:27:36,,cancelled,in_person,30,
815,2547,2024-03-11 22:24:08,2024-04-09 22:24:08,2024-04-09 23:48:08,completed,in_person,25,4
816,2552,2024-01-12 13:55:21,2024-01-28 13:55:21,2024-01-28 14:43:21,completed,video,36,4
817,2553,2025-01-20 08:32:28,2025-01-25 08:32:28,,cancelled,in_person,27,
818,2558,2024-11-11 08:04:47,2024-12-09 08:04:47,2024-12-09 09:11:47,completed,phone,42,4
819,2559,2024-06-16 11:26:15,2024-07-04 11:26:15,,no_show,video,29,
820,2567,2024-09-15 02:27:03,2024-10-15 02:27:03,2024-10-15 03:48:03,completed,in_person,28,4
821,2570,2024-10-20 16:57:52,2024-10-22 16:57:52,,no_show,video,56,
822,2574,2024-09-03 19:25:44,2024-09-07 19:25:44,2024-09-07 20:22:44,completed,phone,48,4
823,2575,2025-01-20 13:47:12,2025-02-16 13:47:12,2025-02-16 14:17:12,completed,in_person,38,4
824,2577,2024-03-10 03:34:53,2024-03-24 03:34:53,2024-03-24 04:15:53,completed,phone,30,4
825,2584,2024-10-05 03:20:41,2024-10-11 03:20:41,,no_show,video,56,
826,2585,2024-06-22 00:10:39,2024-07-22 00:10:39,2024-07-22 01:03:39,completed,phone,22,3
827,2586,2024-10-15 03:13:40,2024-10-23 03:13:40,,no_show,in_person,59,
828,2587,2024-05-19 05:23:32,2024-06-13 05:23:32,2024-06-13 06:28:32,completed,Video,55,3
829,2589,2024-11-27 07:46:30,2024-12-04 07:46:30,2024-12-04 09:10:30,completed,in_person,59,4
830,2598,2024-07-27 18:23:31,2024-08-08 18:23:31,2024-08-08 18:59:31,completed,Video,23,4
